"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1199","Login Test","chromium","Mon Apr 21 00:34:33 GMT 2025","passed","Mon Apr 21 00:34:35 GMT 2025","","login.spec.ts","",""
